Group,Organism,Kingdom,Phylum,Class,Order,Family,Genus,Species,Score,Hit,Accession_Number_1,Accession_Number_2,Accession_Number_3,C1,C2,C3,F1,F2,F3,D1,D2,D3,0036.1,0036.2,0036.3,1887.1,1887.2,1887.3,G1,G2,G3,R1,R2,R3,S1,S2,S3
denovo0,Bacteria; __Cyanobacteria; __; __Nostocales; __Calotrichaceae; __Dulcicalothrix; __Dulcicalothrix necridiiformans,Bacteria,__Cyanobacteria,__,__Nostocales,__Calotrichaceae,__Dulcicalothrix,__Dulcicalothrix necridiiformans,1,1,NR_164867.1,NA,NA,7,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8068,10511,10467
denovo1566,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Rubellimicrobium; __Rubellimicrobium mesophilum,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodobacterales,__Rhodobacteraceae,__Rubellimicrobium,__Rubellimicrobium mesophilum,1,1,NR_044275.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
denovo1567,Bacteria; __Planctomycetes; __Phycisphaerae; __Phycisphaerales; __Phycisphaeraceae; __Phycisphaera; __Phycisphaera mikurensis,Bacteria,__Planctomycetes,__Phycisphaerae,__Phycisphaerales,__Phycisphaeraceae,__Phycisphaera,__Phycisphaera mikurensis,1,1,NR_074491.2,NA,NA,0,1,0,0,0,0,2,0,0,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0
denovo1568,Bacteria; __Gemmatimonadetes; __Gemmatimonadetes; __Gemmatimonadales; __Gemmatimonadaceae; __Gemmatimonas; __Gemmatimonas phototrophica,Bacteria,__Gemmatimonadetes,__Gemmatimonadetes,__Gemmatimonadales,__Gemmatimonadaceae,__Gemmatimonas,__Gemmatimonas phototrophica,1,1,NR_136770.1,NA,NA,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1569,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Peptococcaceae; __Desulfotomaculum; __Desulfotomaculum aeronauticum,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Peptococcaceae,__Desulfotomaculum,__Desulfotomaculum aeronauticum,1,1,NR_026348.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
denovo1570,Bacteria; __Fibrobacteres; __Chitinispirillia; __Chitinispirillales; __Chitinispirillaceae; __Chitinispirillum; __Chitinispirillum alkaliphilum,Bacteria,__Fibrobacteres,__Chitinispirillia,__Chitinispirillales,__Chitinispirillaceae,__Chitinispirillum,__Chitinispirillum alkaliphilum,1,1,NR_137400.1,NA,NA,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1571,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Symbiobacteriaceae; __Symbiobacterium; __Symbiobacterium terraclitae,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Symbiobacteriaceae,__Symbiobacterium,__Symbiobacterium terraclitae,1,1,NR_134209.1,NA,NA,0,1,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1572,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Symbiobacteriaceae; __Symbiobacterium; __Symbiobacterium thermophilum,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Symbiobacteriaceae,__Symbiobacterium,__Symbiobacterium thermophilum,1,1,NR_075044.2,NA,NA,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1573,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Phyllobacteriaceae; __Chelativorans; __Chelativorans composti,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Phyllobacteriaceae,__Chelativorans,__Chelativorans composti,1,1,NR_113183.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
denovo1574,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Kofleriaceae; __Haliangium; __Haliangium tepidum,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Kofleriaceae,__Haliangium,__Haliangium tepidum,1,1,NR_024781.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
denovo1575,Bacteria; __Actinobacteria; __Actinobacteria; __Streptomycetales; __Streptomycetaceae; __Streptomyces; __Streptomyces toxytricini,Bacteria,__Actinobacteria,__Actinobacteria,__Streptomycetales,__Streptomycetaceae,__Streptomyces,__Streptomyces toxytricini,1,1,NR_043839.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
denovo1576,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __; __Pseudorhodoplanes; __Pseudorhodoplanes sinuspersici,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__,__Pseudorhodoplanes,__Pseudorhodoplanes sinuspersici,1,1,NR_145909.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
denovo1577,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __Skermanella; __Skermanella mucosa,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Rhodospirillaceae,__Skermanella,__Skermanella mucosa,1,1,NR_164879.1,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1578,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Polyangiaceae; __Chondromyces; __Chondromyces lanuginosus,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Polyangiaceae,__Chondromyces,__Chondromyces lanuginosus,1,1,NR_025345.1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
denovo1579,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1580,Bacteria; __Chloroflexi; __Thermomicrobia; __Sphaerobacterales; __Sphaerobacteraceae; __Sphaerobacter; __Sphaerobacter thermophilus,Bacteria,__Chloroflexi,__Thermomicrobia,__Sphaerobacterales,__Sphaerobacteraceae,__Sphaerobacter,__Sphaerobacter thermophilus,1,1,NR_074379.1,NA,NA,0,3,0,2,0,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1581,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
denovo1582,Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __Iamiaceae; __Aquihabitans; __Aquihabitans daechungensis,Bacteria,__Actinobacteria,__Acidimicrobiia,__Acidimicrobiales,__Iamiaceae,__Aquihabitans,__Aquihabitans daechungensis,1,1,NR_132289.1,NA,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1583,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1584,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Parafilimonas; __Parafilimonas terrae,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Parafilimonas,__Parafilimonas terrae,1,1,NR_134123.1,NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1585,Bacteria; __Proteobacteria; __Betaproteobacteria; __Nitrosomonadales; __Sterolibacteriaceae; __Sulfurisoma; __Sulfurisoma sediminicola,Bacteria,__Proteobacteria,__Betaproteobacteria,__Nitrosomonadales,__Sterolibacteriaceae,__Sulfurisoma,__Sulfurisoma sediminicola,1,1,NR_125471.1,NA,NA,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1586,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Rudanella; __Rudanella lutea,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__Cytophagaceae,__Rudanella,__Rudanella lutea,1,1,NR_044329.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
denovo1587,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Ohtaekwangia; __Ohtaekwangia koreensis,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__Cytophagaceae,__Ohtaekwangia,__Ohtaekwangia koreensis,1,1,NR_117435.1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
denovo1588,Bacteria; __Firmicutes; __Bacilli; __Lactobacillales; __Streptococcaceae; __Lactococcus; __Lactococcus garvieae,Bacteria,__Firmicutes,__Bacilli,__Lactobacillales,__Streptococcaceae,__Lactococcus,__Lactococcus garvieae,1,1,NR_152050.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
denovo1589,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
denovo1590,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1591,Bacteria; __Gemmatimonadetes; __Gemmatimonadetes; __Gemmatimonadales; __Gemmatimonadaceae; __Roseisolibacter; __Roseisolibacter agri,Bacteria,__Gemmatimonadetes,__Gemmatimonadetes,__Gemmatimonadales,__Gemmatimonadaceae,__Roseisolibacter,__Roseisolibacter agri,1,1,NR_163645.1,NA,NA,0,1,0,3,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1592,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Oxalobacteraceae; __Noviherbaspirillum; __Noviherbaspirillum autotrophicum,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Oxalobacteraceae,__Noviherbaspirillum,__Noviherbaspirillum autotrophicum,1,1,NR_157008.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
denovo1593,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Longilinea; __Longilinea arvoryzae,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Longilinea,__Longilinea arvoryzae,1,1,NR_041355.1,NA,NA,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1594,Bacteria; __Verrucomicrobia; __Spartobacteria; __Chthoniobacterales; __Chthoniobacteraceae; __Chthoniobacter; __Chthoniobacter flavus,Bacteria,__Verrucomicrobia,__Spartobacteria,__Chthoniobacterales,__Chthoniobacteraceae,__Chthoniobacter,__Chthoniobacter flavus,1,1,NR_115225.1,NA,NA,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
denovo1595,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Bellilinea; __Bellilinea caldifistulae,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Bellilinea,__Bellilinea caldifistulae,1,1,NR_041354.1,NA,NA,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1596,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Flavihumibacter; __Flavihumibacter stibioxidans,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Flavihumibacter,__Flavihumibacter stibioxidans,1,1,NR_152673.1,NA,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1597,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1598,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Symbiobacteriaceae; __Symbiobacterium; __Symbiobacterium thermophilum,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Symbiobacteriaceae,__Symbiobacterium,__Symbiobacterium thermophilum,1,1,NR_075044.2,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1599,Bacteria; __Chlamydiae; __Chlamydiia; __Parachlamydiales; __Simkaniaceae; __Simkania; __Simkania negevensis,Bacteria,__Chlamydiae,__Chlamydiia,__Parachlamydiales,__Simkaniaceae,__Simkania,__Simkania negevensis,1,1,NR_074932.1,NA,NA,0,0,0,2,2,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
denovo1600,Bacteria; __Planctomycetes; __Planctomycetia; __Gemmatales; __Gemmataceae; __Gemmata; __Gemmata massiliana,Bacteria,__Planctomycetes,__Planctomycetia,__Gemmatales,__Gemmataceae,__Gemmata,__Gemmata massiliana,1,1,NR_148576.1,NA,NA,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
denovo1601,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Pseudomonadales; __Pseudomonadaceae; __Pseudomonas; __Pseudomonas flexibilis,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Pseudomonadales,__Pseudomonadaceae,__Pseudomonas,__Pseudomonas flexibilis,1,1,NR_104838.1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
denovo1602,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Sphingomonadaceae; __Sphingomonas; __Sphingomonas vulcanisoli,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Sphingomonadales,__Sphingomonadaceae,__Sphingomonas,__Sphingomonas vulcanisoli,1,1,NR_137358.1,NA,NA,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1603,Bacteria; __Planctomycetes; __Planctomycetia; __Isosphaerales; __Isosphaeraceae; __Tundrisphaera; __Tundrisphaera lichenicola,Bacteria,__Planctomycetes,__Planctomycetia,__Isosphaerales,__Isosphaeraceae,__Tundrisphaera,__Tundrisphaera lichenicola,1,1,NR_158050.1,NA,NA,0,1,0,1,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
denovo1604,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Clostridiaceae; __Caloramator; __Caloramator proteoclasticus,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Clostridiaceae,__Caloramator,__Caloramator proteoclasticus,1,1,NR_026265.1,NA,NA,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1605,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Paenibacillaceae; __Brevibacillus; __Brevibacillus sediminis,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Paenibacillaceae,__Brevibacillus,__Brevibacillus sediminis,1,1,NR_148612.1,NA,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1606,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1607,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1608,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Nevskiales; __Steroidobacteraceae; __Povalibacter; __Povalibacter uvarum,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Nevskiales,__Steroidobacteraceae,__Povalibacter,__Povalibacter uvarum,1,1,NR_126172.1,NA,NA,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1609,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0
denovo1610,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Syntrophobacterales; __Syntrophobacteraceae; __Desulfoglaeba; __Desulfoglaeba alkanexedens,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Syntrophobacterales,__Syntrophobacteraceae,__Desulfoglaeba,__Desulfoglaeba alkanexedens,1,1,NR_043705.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
denovo1611,Bacteria; __Planctomycetes; __Planctomycetia; __Gemmatales; __Gemmataceae; __Fimbriiglobus; __Fimbriiglobus ruber,Bacteria,__Planctomycetes,__Planctomycetia,__Gemmatales,__Gemmataceae,__Fimbriiglobus,__Fimbriiglobus ruber,1,1,NR_148575.1,NA,NA,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1612,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,1,0,0,1,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
denovo1613,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Polyangiaceae; __Chondromyces; __Chondromyces apiculatus,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Polyangiaceae,__Chondromyces,__Chondromyces apiculatus,1,1,NR_025344.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
denovo1614,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1615,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __Phaeospirillum; __Phaeospirillum fulvum,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Rhodospirillaceae,__Phaeospirillum,__Phaeospirillum fulvum,1,1,NR_025836.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
denovo1616,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
denovo1617,Bacteria; __Proteobacteria; __Betaproteobacteria; __Rhodocyclales; __Zoogloeaceae; __Azoarcus; __Azoarcus olearius,Bacteria,__Proteobacteria,__Betaproteobacteria,__Rhodocyclales,__Zoogloeaceae,__Azoarcus,__Azoarcus olearius,1,1,NR_108183.1,NA,NA,0,3,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
denovo1618,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __; __Minicystis; __Minicystis rosea,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__,__Minicystis,__Minicystis rosea,1,1,NR_134090.1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
denovo1619,Bacteria; __Planctomycetes; __Phycisphaerae; __Phycisphaerales; __Phycisphaeraceae; __Algisphaera; __Algisphaera agarilytica,Bacteria,__Planctomycetes,__Phycisphaerae,__Phycisphaerales,__Phycisphaeraceae,__Algisphaera,__Algisphaera agarilytica,1,1,NR_125472.1,NA,NA,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1620,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __Ferruginivarius; __Ferruginivarius sediminum,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Rhodospirillaceae,__Ferruginivarius,__Ferruginivarius sediminum,1,1,NR_165004.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
denovo1621,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
denovo1622,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,2,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
denovo1623,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Burkholderiaceae; __Paraburkholderia; __Paraburkholderia fungorum,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Burkholderiaceae,__Paraburkholderia,__Paraburkholderia fungorum,1,1,NR_118060.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
denovo1624,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __; __Methyloceanibacter; __Methyloceanibacter caenitepidi,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__,__Methyloceanibacter,__Methyloceanibacter caenitepidi,1,1,NR_125465.1,NA,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1625,Bacteria; __Nitrospirae; __Nitrospira; __Nitrospirales; __Nitrospiraceae; __Nitrospira; __Nitrospira japonica,Bacteria,__Nitrospirae,__Nitrospira,__Nitrospirales,__Nitrospiraceae,__Nitrospira,__Nitrospira japonica,1,1,NR_114396.1,NA,NA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1626,Bacteria; __Planctomycetes; __Planctomycetia; __Planctomycetales; __Planctomycetaceae; __Planctopirus; __Planctopirus limnophila,Bacteria,__Planctomycetes,__Planctomycetia,__Planctomycetales,__Planctomycetaceae,__Planctopirus,__Planctopirus limnophila,1,1,NR_074670.1,NA,NA,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1627,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1628,Bacteria; __Chloroflexi; __Thermomicrobia; __Sphaerobacterales; __Sphaerobacteraceae; __Sphaerobacter; __Sphaerobacter thermophilus,Bacteria,__Chloroflexi,__Thermomicrobia,__Sphaerobacterales,__Sphaerobacteraceae,__Sphaerobacter,__Sphaerobacter thermophilus,1,1,NR_074379.1,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1629,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1630,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Sphingomonadaceae; __Sphingomonas; __Sphingomonas piscinae,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Sphingomonadales,__Sphingomonadaceae,__Sphingomonas,__Sphingomonas piscinae,1,1,NR_153738.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
denovo1631,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1632,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Sphingomonadaceae; __Sphingomonas; __Sphingomonas limnosediminicola,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Sphingomonadales,__Sphingomonadaceae,__Sphingomonas,__Sphingomonas limnosediminicola,1,1,NR_157773.1,NA,NA,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1633,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Bacillaceae; __Fictibacillus; __Fictibacillus rigui,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Bacillaceae,__Fictibacillus,__Fictibacillus rigui,1,1,NR_116518.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
denovo1634,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
denovo1635,Bacteria; __Actinobacteria; __Rubrobacteria; __Gaiellales; __Gaiellaceae; __Gaiella; __Gaiella occulta,Bacteria,__Actinobacteria,__Rubrobacteria,__Gaiellales,__Gaiellaceae,__Gaiella,__Gaiella occulta,1,1,NR_118138.1,NA,NA,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
denovo1636,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Phyllobacteriaceae; __Roseitalea; __Roseitalea porphyridii,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Phyllobacteriaceae,__Roseitalea,__Roseitalea porphyridii,1,1,NR_156092.1,NA,NA,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
denovo1637,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
denovo1638,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,1,0,1,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0
denovo1639,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1640,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Nemorincola; __Nemorincola caseinilytica,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Nemorincola,__Nemorincola caseinilytica,1,1,NR_159327.1,NA,NA,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1641,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1642,Bacteria; __Chloroflexi; __Chloroflexia; __Chloroflexales; __Roseiflexaceae; __Roseiflexus; __Roseiflexus castenholzii,Bacteria,__Chloroflexi,__Chloroflexia,__Chloroflexales,__Roseiflexaceae,__Roseiflexus,__Roseiflexus castenholzii,1,1,NR_074188.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
